Nro,Nombre,Director,Niveles,Dependencia,Orientacion,Direccion,Region,Comuna,Telefono,Pagina
16886,COLEGIO VALLES DEL MAIPO,LUISA VERÓNICA VEGA CABRERA,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,ENRIQUE MADRID OSORIO 21,Metropolitana De Santiago,San Bernardo,24014128,
16895,COLEGIO MARIA AUXILIADORA,MARÍA CRISTINA LORENZO SOTO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,PADRE MARIO ZAVATTARO 399,De Magallanes Y De La Antártica Chilena,Porvenir,2581506,
16906,"CURAUMA LANGUAGE SCHOOL, ESC. ESP. DE LENG. Y DE PARV",PAOLA ANDREA PORTILLA NAVARRO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,"CALLE TERCERA, PLACILLA DE PEÑUELAS 1072",De Valparaíso,Valparaíso,2299127,
16910,ESCUELA BASICA PEUMA MEW,NIVIA ELBA ARRIAGADA CAYULEF,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,KM 23 VILLARRICA QUETROCO S/N,De La Araucanía,Villarrica,82143700,Sin información
16919,COLEGIO CUMBRES DE COIHUECO,KATERINA ANDREA SANTANDER GAJARDO,1º Básico - II Medio,Particular subvencionado,1º Básico - II Medio,DIECIOCHO DE SEPTIEMBRE 1452,De Ñuble,Coihueco,2856211,Sin información
16923,THE BRITISH SCHOOL PATAGONIA,CRISTIAN EDUARDO VERA OTÁROLA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVDA. MONSEÑOR JORGE HOURTON S/N 00,De Los Lagos,Puerto Montt,956687590,
16926,ESCUELA ESPECIAL DE LENGUAJE PINARES Y ESCUELA BÁSICA PINARES,GUSTAVO ALONSO FAÚNDEZ BARRA,1º Básico - 7º Básico,Particular subvencionado,1º Básico - 7º Básico,CAMPANARIO LOS AMORES 293 293,De Ñuble,Yungay,3368223,Sin información
16932,COLEGIO ESCUELA PREMILITAR LAUTARO,PAMELA ANDREA BRIONES PEZO,8º Básico - IV Medio,Particular subvencionado,8º Básico - IV Medio,"AV. UNION, POBLACION OROCOIPO 182",Del Libertador Bernardo Ohiggins,Olivar,2970190,
16941,ESCUELA YAIMA,ANA DIVA HUILCAMÁN TRALMA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,KM. 2 CAMINO GALVARINO-TEMUCO S/N,De La Araucanía,Galvarino,52521215,Sin información
16942,COMPLEJO EDUCACIONAL CRISTO REY,LISETTE ADRIANA JEREZ VALENZUELA,7º Básico - IV Medio,Particular subvencionado,7º Básico - IV Medio,CAUPOLICAN 410,De La Araucanía,Teodoro Schmidt,2994185,
16945,COLEGIO NUEVO HORIZONTE,CAROL JEANETTE TAPIA GRANYAK,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVDA. VALPARAISO 1625,De Valparaíso,Quillota,2252094,
16950,CENTRO EDUCACIONAL SAN PEDRO DE QUELLON,RUTH MARISOL AMPUERO AMPUERO,Pre-Kinder - 6º Básico,Particular subvencionado,Pre-Kinder - 6º Básico,PASAJE ENTEL 789,De Los Lagos,Quellón,2681134,Sin información
16955,ESCUELA BASICA COLEGIO SAN JUAN DE LAMPA,MARÍA MAGDALENA RODRÍGUEZ CASTRO,Pre-Kinder - III Medio,Particular subvencionado,Pre-Kinder - III Medio,CALLE LOS MAITENES S/N,Metropolitana De Santiago,Lampa,23553350,Sin información
16958,COLEGIO ARTISTICO SOL DEL ILLIMANI,RODRIGO DURWALL FAULBAUM GÓMEZ,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,CAUTIN 8480,Metropolitana De Santiago,La Florida,2385667,Sin información
16962,ESCUELA MONTE SINAÍ,CESIAH NOEMÍ ÁVILA GONZÁLEZ,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,HIJUELA 49-B KM2 S/N,De La Araucanía,Carahue,86219403,Sin información
16970,EDUCERE COLLEGE,GABRIELA ALEJANDRA COFRÉ MERINO,Pre-Kinder - II Medio,Particular subvencionado,Pre-Kinder - II Medio,GALVARINO RIVEROS 1355,De La Araucanía,Pitrufquén,2737127,
16975,COLEGIO UNIÓN FRATERNA,EVARISTO DANIEL CEDAS COLIVORO,Pre-Kinder - 6º Básico,Particular subvencionado,Pre-Kinder - 6º Básico,CIRCUNVALACION ORIENTE 187,De Aysén Del General Carlos Ibañez Del Campo,Coyhaique,2525058,Sin información
16980,"ESCUELA BASICA N° 206, `PULMAHUE`",OLGA ELENA MORALES HIDALGO,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,CALLE LAS MERCEDES 330,Metropolitana De Santiago,Paine,28249764,
16985,LICEO BICENTENARIO PAULO FREIRE,ANTONIO ANDRÉS SILVA SANDOVAL,7º Básico - IV Medio,Público,7º Básico - IV Medio,JORGE VIVAR INTERIOR 205,De Los Lagos,Quellón,2680151,
16997,COLEGIO AMERICAN SCHOOL,FABIÁN ANDRÉS MENESES FRÍAS,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,AVENIDA CAUPOLICAN 4056,Metropolitana De Santiago,Peñaflor,23407380,
17000,COLEGIO ALTA CUMBRE,ALEJANDRO HERNÁN ÁLVAREZ ZAPATA,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,AVDA. SANTA TERESA 1336,De Valparaíso,Los Andes,2406117,Sin información
17600,COLEGIO SAN GABRIEL ARCANGEL,MAX ÁLVARO MIGUEL RODRÍGUEZ JARA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,DR MANUEL RIOSECO 855 855,Del Biobío,Los Ángeles,2404700,
17605,COLEGIO INGLÉS WOODLAND,RODRIGO ALEXIS GODOY ACUÑA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVENIDA ALMIRANTE LATORRE 0525 0525,Del Biobío,Los Ángeles,2237605,
17607,COLEGIO INGLÉS BRITISH ROYAL SCHOOL,JORGE PATRICIO MORALES SANTOS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"PAICAVI 3281, ALTO LOS PRINCIPES S/N",Del Biobío,Concepción,2522020,
17635,COL. TECNICO PROFESIONAL LOS ACACIOS,EDUARDO AURELIO RENÁN MOSSO CHAMORRO,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,AV. VICUNA MACKENNA 1442 1442,Del Biobío,Concepción,2794723,
17636,ESCUELA CENTRO ECOEDUCATIVO LAS TRANCAS,MIGUEL TRISTÁN ARAVENA TORO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,KM. 73 CAMINO TERMAS DE CHILLAN S/N,De Ñuble,Pinto,42842829,Sin información
17638,COLEGIO SANTO TOMAS DE AQUINO,ELGA PAZ RODRÍGUEZ URRUTIA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,FRANCISCO BILBAO 1804,Del Biobío,Los Ángeles,320407,
17640,ESCUELA BASICA EL PILME,JOSÉ ANTONIO RAMÍREZ RAMÍREZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,EL PILME 64822501,De Ñuble,Quirihue,531214,Sin información
17641,ESCUELA BASICA CANA DULCE,MARTA ANDREA BUSTOS MONTECINO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CANA DULCE KM. 20 S/N,De Ñuble,Treguaco,87902036,Sin información
17643,LICEO AGRICOLA DE NEGRETE,FRANCISCO ESTEBAN CONTRERAS MADRID,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,PARCELA 1 Y 2 ESPIGA DE ORO S/N,Del Biobío,Negrete,2551550,
17648,COLEGIO PARTICULAR KENNEDY SCHOOL,ROBERTO ROLANDO JARA VALENZUELA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,LIBERTAD 244,Del Biobío,Chiguayante,2362151,
17652,COLEGIO RAIQUEN,ALEJANDRO RICARDO PRIMITIVO VIVEROS HERRERA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,VALDIVIA 310,Del Biobío,Yumbel,431370,Sin información
17655,ESCUELA MUNICIPAL CARRIZAL - MENIR,DANIEL ALFREDO ROJAS TORRES,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"CARRIZAL MENIR, CAMINO LA SUERTE MAINTENREHUE KM 15 S/N",Del Biobío,Nacimiento,533860,Sin información
17657,INSTITUTO DE HUMANIDADES ANTONIO MORENO CASAMITJANA,YENY ELIZABETH MELLADO VILLAR,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CERRO EL PLOMO ESCUADRÓN SUR 1118,Del Biobío,Coronel,2715422,
17660,SCUOLA ITALIANA DI CONCEPCION,MANUEL JESÚS OPAZO CEBALLOS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"CAMINO A CORONEL KM. 13,5. CORONEL S/N",Del Biobío,Coronel,2391516,
17662,LICEO BICENTENARIO CLAUDIO ARRAU LEÓN,NINA VITALIA VILLALOBOS PARADA,I Medio - IV Medio,Público,I Medio - IV Medio,SARGENTO ALDEA 1368,De Ñuble,Coihueco,2471035,Sin información
17687,COLEGIO TERESIANO LOS ANGELES,JOAQUÍN PATRICIO ALEXIS CABEZAS CASTRO,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,DON VICTOR 1620,Del Biobío,Los Ángeles,2341565,
17689,COLEGIO LICANRAY,MABEL LORENA DEL PILAR QUIROZ MENDOZA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,BERNARDO O´HIGGINS 6355,Del Biobío,Chiguayante,958998927,
17690,COLEGIO BEATO DAMIÁN DE MOLOKAI,JOSÉ LUIS MONTERO BARRA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,VILLA TODOS LOS SANTOS - STA. MARTA 1397,Del Biobío,Los Ángeles,2319563,
17692,COLEGIO GOLDEN SCHOOL,ELSA ALEJANDRA RIVAS NAVARRETE,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,COCHRANE 162,Del Biobío,Chiguayante,2737326,
17693,COLEGIO BASICO NUEVA LOS LOBOS,DORIS JEANNETTE ULLOA JEREZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,PLAYA EL GALGO N° 1252 POBLACIÓN NUEVA LOS LOBOS 1252,Del Biobío,Talcahuano,2270620,Sin información
17698,ESCUELA RAMÓN VINAY SEPÚLVEDA,CLAUDIO ALEJANDRO VÁSQUEZ HORMAZÁBAL,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"HUMAPALCA 1960, VILLA ABEL JARPA VALLJOS S/N",De Ñuble,Chillán,2229620,
17703,COLEGIO ESPIRITU SANTO,VERÓNICA ARLETTE LEIVA NAVARRETE,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,DESIDERIO GARCÍA 519,Del Biobío,Talcahuano,2592896,
17708,COLEGIO SAN CRISTOBAL,INGRID CAROLINA FERNÁNDEZ GALLEGOS,Kinder - IV Medio,Particular subvencionado,Kinder - IV Medio,"COLON 3578, SALINAS 3578",Del Biobío,Talcahuano,2649669,
17709,ESCUELA BALMACEDA SAAVEDRA L.,RAFAEL ALEJANDRO VÁSQUEZ REYES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LOS ANDES 377,Del Biobío,Chiguayante,3049311,
17710,ESCUELA BASICA EL MIRADOR,MARÍA LORENA ARAVENA HENRÍQUEZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,EL MIRADOR INTERIOR S/N,Del Biobío,Tomé,2186310,Sin información
17711,ESCUELA BASICA EL ESPINO,RODRIGO ALFONSO MILLAR OPAZO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,SECTOR EL ESPINO KM. 6 S/N,Del Biobío,Tomé,2654149,Sin información
17715,ESCUELA ACUMAR,OCTAVIO TOLENTINO BIZAMA MEDINA,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,`PARCELA ``EL PINO`` CAMINO SAN MIGUEL` S/N,Del Biobío,Mulchén,2380391,
17719,COLEGIO PARTICULAR CONTINENTAL,MARÍA ALEJANDRA OPAZO FAÚNDEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AV. RAMÓN ZAMORA 03,Del Biobío,Curanilahue,2690535,
17723,ESCUELA DIEGO PORTALES,JOSÉ MIGUEL URREA SOTO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LUIS CRUZ MARTINEZ 705,Del Biobío,Santa Juana,2779830,Sin información
17725,COLEGIO SAN ESTEBAN DE BULNES,LUZ ELIZABETH GUZMÁN VÁSQUEZ,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,DOMINGO SANTA MARIA 460 BULNES S/N,De Ñuble,Bulnes,2631993,
17728,COLEGIO EL BOSQUE,PAOLA ANDREA PASTENES MARCHANT,Kinder - IV Medio,Particular subvencionado,Kinder - IV Medio,AVENIDA ARTURO PRAT 237,Del Biobío,Arauco,2552304,
17732,COLEGIO UMBRALES DEL ALBA,HILDA JANET FERREIRA VALENZUELA,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,MANUEL MONT 608,Del Biobío,Mulchén,562108,
17733,COLEGIO CAMILO HENRIQUEZ,JULISSA CONSTANZA PLA TORRES,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,PELANTARO 1091,Del Biobío,Concepción,2220834,
17734,COLEGIO DA VINCI,MARÍA TERESA MERINO OBREQUE,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,5 DE ABRIL 144,De Ñuble,Chillán,2226574,
17735,COLEGIO BICENTENARIO DE EXCELENCIA DARIO SALAS CHILLAN VIEJO,CARMEN ABADIC MARTÍNEZ ACUÑA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CALLE BAQUEDANO 764,De Ñuble,Chillán Viejo,2262170,
17736,COLEGIO SAN IGNACIO,WASHINGTON RODRIGO ESCOBAR SALAZAR,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,COLO COLO 1264,Del Biobío,Los Ángeles,2324959,
17737,COLEGIO PARROQUIAL SAN JOSE,LUIS ALBERTO NILO AEDO,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AV. NUEVA ORIENTE 1429. VILLA LOS VOLCANES 6 1429,De Ñuble,Chillán,2238895,
17741,ESCUELA REINO DE SUECIA,VÍCTOR MANUEL BUSTOS ROMERO,Kinder - 8º Básico,Público,Kinder - 8º Básico,INDEPENDENCIA 83,De Ñuble,Cobquecura,2347670,Sin información
17742,ESCUELA BASICA EDUARDO FREI MONTALBA,PATRICIO ANDRÉS VELOZO FLORES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CARLOS CONDELL 847 S/N,De Ñuble,Bulnes,,Sin información
17746,COLEGIO OLIMPIA GUZMAN BELLO,VERÓNICA MIGUELA MALUENDA RIVAS,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,PROGRESO 226,Del Biobío,Chiguayante,2354372,Sin información
17749,ESCUELA PUCARA,MARCELO EDUARDO MARTÍNEZ FERNÁNDEZ,Pre-Kinder - 6º Básico,Particular subvencionado,Pre-Kinder - 6º Básico,PUENTE 5 PARCELA 4 S/N,Del Biobío,Concepción,42975911,
17750,COLEGIO SALESIANO DE CONCEPCION,IDA DEL TRÁNSITO SEPÚLVEDA FLORES,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVENIDA SAN JUAN BOSCO 140,Del Biobío,Concepción,2104900,
17751,ESCUELA VILLA LA GRANJA,CARMEN GLORIA SALAMANCA SALAMANCA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LAS ARAUCARIAS 0820,Del Biobío,Mulchén,65714806,
17762,ESCUELA PARTICULAR BAJO QUILANTAHUE,ALEX RUBÉN MELGAREJO MONCADA,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,BAJO QUILANTAHUE KM 17 TIRÚA SUR S/N,Del Biobío,Tirúa,2319581,
17763,ESCUELA PARTICULAR CUYIMPALIHUE,MARÍA VICTORIA MORALES GONZÁLEZ,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,CAMINO CAÑETE -CONCEPCIÓN KM.10 INTERIOR S/N,Del Biobío,Cañete,87017147,
17765,COLEGIO MADRE PAULINA,CRISTIAN PABLO HORMAZÁBAL MOLINA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CALLE BERNARDO OHIGGINS (ORIENTE) 5433,Del Biobío,Chiguayante,2356852,
17766,COLEGIO SAN JOSE,INGRID DEL CARMEN CONTRERAS CAMPODONICO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,"EL CANELO 1037, POBL. 11 DE SEPTIEMBRE S/N",De Ñuble,San Carlos,414953,Sin información
17772,LICEO POLITECNICO CANETE,ALEJANDRA VANESSA PALMA COLIMA,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,ESMERALDA 960 960,Del Biobío,Cañete,2619524,
17778,COLEGIO SAN JUAN DE DIOS,MARLY CAROLA ZAPATA ROZAS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,JOSE ZAVALA RIOS 1200,Del Biobío,Nacimiento,2512887,
17779,COLEGIO PACIFIC SCHOOL,MARÍA EDITH SANHUEZA SÁEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,LAUTARO 185,Del Biobío,Chiguayante,2361278,
17782,LICEO RIOS DE CHILE,PAULINA RAIG ZÚÑIGA,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,CAMINO FORESTAL DICHOCO S/N. LIRQUEN S/N,Del Biobío,Penco,2385681,
17785,ESCUELA VILLA CENTINELA SUR,CONSTANZA ENRIQUETA RUIZ CHOLOUX,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"BAHIA INGLESA 1396, CENTINELA 1396",Del Biobío,Talcahuano,2272492,
17787,ESCUELA ORLANDO VERA VILLARROEL,CAROLA ALEJANDRA GUTIÉRREZ PIQUERES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CARLOS VIEL 25 MONTE AGUILA 25,Del Biobío,Cabrero,2411379,
17788,COLEGIO AMANECER,HUMBERTO RICARDO VIDAL FERNÁNDEZ,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,MANUEL MONTT 2048,Del Biobío,Coronel,2182410,
17790,LICEO BICENTENARIO DE EXCELENCIA NUEVO MUNDO,EDUARDO ANTONIO FUENTES BARRA,I Medio - IV Medio,Público,I Medio - IV Medio,SOTOMAYOR 1209 S/N,Del Biobío,Mulchén,74086060,
17793,COLEGIO CONCEPCION DE SAN CARLOS,HÉCTOR RODOLFO MORA DE LA HOZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,MALAGA 951,De Ñuble,San Carlos,2876113,
17794,COLEGIO CONCEPCION DE CHILLAN,PAULINA EMPERATRIZ GONZÁLEZ MUÑOZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,VICENTE MENDEZ 751,De Ñuble,Chillán,2877100,
17797,ARAUCARIA SCHOOL,GLADYS DEL ROSARIO CHÁVEZ HERRERA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,DIEGO PORTALES 170,Del Biobío,Santa Bárbara,2589222,
17798,COLEGIO ACUMAR,JULIO CÉSAR ACUÑA MARTÍNEZ,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,PARCELA 2 B SANTA AMELIA S/N,Del Biobío,Negrete,2380391,
17800,COLEGIO SYDNEY COLLEGE,CATERINE ELIZABETH OLIVARES MOLINA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AV. ALONSO DE ERCILLA 2795,De Ñuble,Chillán,2324029,
17812,COLEGIO CONCEPCION CHIGUAYANTE,JESÚS VLADIMIR RAMÍREZ REBOLLEDO,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,COLON 180,Del Biobío,Chiguayante,2794727,
17813,ESCUELA BÁSICA CACIQUE LEVIÁN,KELVIN NÉLIDA ALMENDRAS VIVEROS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,ARTURO PRAT 111,Del Biobío,Santa Bárbara,2533264,
17814,ESCUELA ALTO CABRERO,BRENDA AMANDA MUÑOZ BENAVIDES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,TUCAPEL 120,Del Biobío,Cabrero,2419280,
17817,COLEGIO PARTICULAR FRANCYS,JUAN MANUEL RODRÍGUEZ RUMINOT,Kinder - IV Medio,Particular subvencionado,Kinder - IV Medio,FUNDO LOS LLANOS PARCELA B HIJ 8 LARAQUETE 8,Del Biobío,Arauco,92262915,
17818,LICEO TECNICO PROFESIONAL DE LA MADERA,CARMEN GLORIA VILLEGAS GONZÁLEZ,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,"AVDA. CORDILLERA, PARQUE INDUSTRIAL 3581",Del Biobío,Coronel,2856571,
17824,COLEGIO CLARO DE LUNA COLLEGE,CARMEN JULIA ORTEGA SÁEZ,Kinder - 8º Básico,Particular subvencionado,Kinder - 8º Básico,GABRIEL TORO 221-225 S/N,Del Biobío,Talcahuano,2427897,
17828,ESCUELA EVANGÉLICA BETH-EL,DANIELA ANDREA CONTRERAS FLORES,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,AV. NUEVA ORIENTE 657,De Ñuble,Chillán,2218274,
17833,COLEGIO ETCHEGOYEN TALCAHUANO,JOSÉ ENRIQUE CONTRERAS MINTE,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,ANIBAL PINTO 332,Del Biobío,Talcahuano,2799800,
17838,COLEGIO TECNOLOGICO DARIO SALAS,VIVIAN DEL CARMEN FIGUEROA TROPA,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,CALLE 20 DE AGOSTO 50,De Ñuble,Chillán Viejo,2265496,
17840,ESCUELA BASICA NAHUELBUTA,EMA ANGÉLICA ESCOBAR JAQUE,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,"SATURNO 1873, BOCA SUR VIEJO. 0",Del Biobío,San Pedro De La Paz,2399176,Sin información
17843,COLEGIO AURORA DE CHILE CHIGUAYANTE,RICARDO ENRIQUE MORALES COFRÉ,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,MANUEL RODRIGUEZ 586 CHIGUAYANTE 586,Del Biobío,Chiguayante,2362247,
17848,YIRE LICEO POLITECNICO DE COIHUECO,INGRID AURORA FUENTES PARRA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,SAN MARTIN 1841,De Ñuble,Coihueco,2471093,
17850,COLEGIO BICENTENARIO PADRE MANUEL D`ALZON,GILDA MARCELA MARDONES LEIVA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"JULIO LOBOS , SECTOR FUNDICION 101",Del Biobío,Lota,2876131,
17854,COLEGIO VILLA NONGUEN,VICENTE EDGARDO CABRERA ORTIZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,RIO LOA 75,Del Biobío,Concepción,3176781,
17855,COLEGIO INMACULADA CONCEPCION,ANGÉLICA DE LOURDES CARO RODRÍGUEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,ANIBAL PINTO 2522,Del Biobío,Concepción,2229258,
17857,LICEO OBISPO SAN MIGUEL,LUCÍA DEL CARMEN COFRÉ PACHECO,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,CALLE 8 ORIENTE 1338,Del Biobío,Chiguayante,2360051,
17858,COLEGIO MIXTO INMACULADA CONCEPCION,ROLANDO ANDRÉS CASTILLO AQUEVEQUE,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,BULNES 271,Del Biobío,Talcahuano,2792400,
17859,COLEGIO ALMONDALE,ROSSANA LUISA DAPELO MUÑOZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,LAS ROSAS 1376,Del Biobío,San Pedro De La Paz,2466600,
17860,COLEGIO SAN LUIS,PATRICIA ESTER MORAGA LAFUENTE,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,ORELLA 52 SECTOR ARENAL S/N,Del Biobío,Talcahuano,3189571,
17874,ESCUELA EDELMIRA VERGARA QUIÑONES,SOLEDAD PAZ VEGA MARTÍNEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,COCHRANE S/N S/N,Del Biobío,Arauco,2552550,Sin información
17875,COLEGIO SAN JOAQUIN,CLAUDIA VALENTINA SMITH CAMPOS,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,PASAJE CENTRAL PARCELA 17 VALLE NONGUEN S/N,Del Biobío,Concepción,2499300,
17876,AMERICAN JUNIOR COLLEGE,PATRICIO IVÁN VARAS IBARRA,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,AV. CERRO SAN FRANCISCO PARQUE INDUSTRIAL. 207,Del Biobío,Coronel,2752519,
17877,COLEGIO PADRE ALBERTO HURTADO LOS ANGELES,WALDO ALFREDO ACEVEDO DÍAZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"CAMINO A ANTUCO KM. 1,5 S/N",Del Biobío,Los Ángeles,2316554,
17883,COLEGIO SAN TERESA DE LOS ANDES - LOS ANGELES,BLANCA ESTER ESCRIBANO ALARCÓN,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,COLO-COLO 2025,Del Biobío,Los Ángeles,2311671,
17885,CENTRO EDUCACIONAL BICENTENARIO ALTOS DE TOMÉ,NÉSTOR JAVIER SAAVEDRA SUÁREZ,I Medio - IV Medio,Público,I Medio - IV Medio,ENRIQUE MOLINA INTERIOR 809,Del Biobío,Tomé,2652578,
17892,LICEO POLIVALENTE MARTA COLVIN ANDRADE,ELGA CLAUDIA GARRIDO ABARCA,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,RELONCAVI -LOS VOLCANES 1250,De Ñuble,Chillán,2227479,Sin información
17895,COLEGIO SAN FERNANDO,MARISEL KARINA RECABAL TRONCOSO,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,TORRES DEL PAINE 1515 VILLA MONTERRICO S/N,De Ñuble,Chillán,834880,Sin información
17897,ESCUELA GLORIAS NAVALES,EDUARDO FELICIANO SOTO MOLINA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,18 DE SEPTIEMBRE 240,De Ñuble,Ninhue,834580,Sin información
17900,COLEGIO METODISTA CONCEPCION,ELENA MARIBEL CAMPOS ORTEGA,Kinder - IV Medio,Particular subvencionado,Kinder - IV Medio,COLO COLO 760,Del Biobío,Concepción,2621100,
17902,COLEGIO TERESA DE LOS ANDES,ROMMY ANDREA SCHALCHLI SALAS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CARLOS PALACIOS 1310,De Ñuble,Bulnes,2834030,
